#1	
double tab1(31,2)	
0	6.800
10	6.900
20	7.300
30	7.800
40	8.100
50	8.800
60	9.000
70	7.400
80	6.800
90	6.700
100	7.100
110	7.800
120	8.100
130	8.600
140	8.600
150	8.200
160	7.800
170	7.200
180	7.000
190	6.900
200	6.700
210	6.500
220	6.400
230	6.300
240	6.300
250	6.300
260	6.300
270	6.300
280	6.300
290	6.300
200000	6.300






