,time,modelA,modelB,modelA_scale,modelB_scale
0,0,0.003739692,0.003739692,4.064882628,4.064882628
1,10,0.003739692,0.003739728,4.064882628,4.064921345
2,20,0.003739692,0.003739763,4.064882628,4.064959927
3,30,0.003739692,0.003739799,4.064882628,4.064998374
4,40,0.003739692,0.003739834,4.064882628,4.065036687
5,50,0.003739692,0.003739869,4.064882628,4.065074867
6,60,0.003739692,0.003739904,4.064882628,4.065112913
7,70,0.003739692,0.003739939,4.064882628,4.065150827
8,80,0.003739692,0.003739974,4.064882628,4.065188608
9,90,0.003739692,0.003740008,4.064882628,4.065226258
10,100,0.003739692,0.003740043,4.064882628,4.065263777
11,110,0.003739692,0.003740077,4.064882628,4.065301164
12,120,0.003739692,0.003740111,4.064882628,4.065338422
13,130,0.003739692,0.003740146,4.064882628,4.065375549
14,140,0.003739692,0.00374018,4.064882628,4.065412548
15,150,0.003739692,0.003740213,4.064882628,4.065449417
16,160,0.003739692,0.003740247,4.064882628,4.065486158
17,170,0.003739692,0.003740281,4.064882628,4.065522771
18,180,0.003739692,0.003740315,4.064882628,4.065559257
19,190,0.003739692,0.003740348,4.064882628,4.065595616
20,200,0.003739692,0.003740381,4.064882628,4.065631848
21,210,0.003739692,0.003740415,4.064882628,4.065667954
22,220,0.003739692,0.003740448,4.064882628,4.065703934
23,230,0.003739692,0.003740481,4.064882628,4.065739789
24,240,0.003739692,0.003740513,4.064882628,4.06577552
25,250,0.003739692,0.003740546,4.064882628,4.065811126
26,260,0.003739692,0.003740579,4.064882628,4.065846608
27,270,0.003739692,0.003740611,4.064882628,4.065881968
28,280,0.003739692,0.003740644,4.064882628,4.065917204
29,290,0.003739692,0.003740676,4.064882628,4.065952318
30,300,0.003739692,0.003740708,4.064882628,4.065987309
31,310,0.003739692,0.00374074,4.064882628,4.066022179
32,320,0.003739692,0.003740772,4.064882628,4.066056928
33,330,0.003739692,0.003740804,4.064882628,4.066091557
34,340,0.003739692,0.003740836,4.064882628,4.066126065
35,350,0.003739692,0.003740868,4.064882628,4.066160453
36,360,0.003739692,0.003740899,4.064882628,4.066194722
37,370,0.003739692,0.003740931,4.064882628,4.066228872
38,380,0.003739692,0.003740962,4.064882628,4.066262903
39,390,0.003739692,0.003740993,4.064882628,4.066296816
40,400,0.003739692,0.003741024,4.064882628,4.066330612
41,410,0.003739692,0.003741055,4.064882628,4.06636429
42,420,0.003739692,0.003741086,4.064882628,4.066397852
43,430,0.003739692,0.003741117,4.064882628,4.066431297
44,440,0.003739692,0.003741147,4.064882628,4.066464626
45,450,0.003739692,0.003741178,4.064882628,4.06649784
46,460,0.003739692,0.003741208,4.064882628,4.066530938
47,470,0.003739692,0.003741239,4.064882628,4.066563922
48,480,0.003739692,0.003741269,4.064882628,4.066596791
49,490,0.003739692,0.003741299,4.064882628,4.066629547
50,500,0.003739692,0.003741329,4.064882628,4.066662189
51,510,0.003739692,0.003741359,4.064882628,4.066694718
52,520,0.003739692,0.003741389,4.064882628,4.066727134
53,530,0.003739692,0.003741419,4.064882628,4.066759438
54,540,0.003739692,0.003741448,4.064882628,4.06679163
55,550,0.003739692,0.003741478,4.064882628,4.066823711
56,560,0.003739692,0.003741507,4.064882628,4.066855681
57,570,0.003739692,0.003741537,4.064882628,4.06688754
58,580,0.003739692,0.003741566,4.064882628,4.066919288
59,590,0.003739692,0.003741595,4.064882628,4.066950927
60,600,0.003739692,0.003741624,4.064882628,4.066982457
61,610,0.003739692,0.003741653,4.064882628,4.067013877
62,620,0.003739692,0.003741682,4.064882628,4.067045189
63,630,0.003739692,0.00374171,4.064882628,4.067076392
64,640,0.003739692,0.003741739,4.064882628,4.067107488
65,650,0.003739692,0.003741767,4.064882628,4.067138476
66,660,0.003739692,0.003741796,4.064882628,4.067169356
67,670,0.003739692,0.003741824,4.064882628,4.06720013
68,680,0.003739692,0.003741852,4.064882628,4.067230798
69,690,0.003739692,0.00374188,4.064882628,4.06726136
70,700,0.003739692,0.003741908,4.064882628,4.067291816
71,710,0.003739692,0.003741936,4.064882628,4.067322167
72,720,0.003739692,0.003741964,4.064882628,4.067352413
73,730,0.003739692,0.003741992,4.064882628,4.067382555
74,740,0.003739692,0.00374202,4.064882628,4.067412592
75,750,0.003739692,0.003742047,4.064882628,4.067442526
76,760,0.003739692,0.003742075,4.064882628,4.067472357
77,770,0.003739692,0.003742102,4.064882628,4.067502084
78,780,0.003739692,0.003742129,4.064882628,4.067531709
79,790,0.003739692,0.003742156,4.064882628,4.067561232
80,800,0.003739692,0.003742183,4.064882628,4.067590653
81,810,0.003739692,0.00374221,4.064882628,4.067619972
82,820,0.003739692,0.003742237,4.064882628,4.06764919
83,830,0.003739692,0.003742264,4.064882628,4.067678308
84,840,0.003739692,0.003742291,4.064882628,4.067707325
85,850,0.003739692,0.003742317,4.064882628,4.067736242
86,860,0.003739692,0.003742344,4.064882628,4.067765059
87,870,0.003739692,0.00374237,4.064882628,4.067793777
88,880,0.003739692,0.003742397,4.064882628,4.067822395
89,890,0.003739692,0.003742423,4.064882628,4.067850916
90,900,0.003775072,0.003777873,4.103339453,4.106383204
91,910,0.003775072,0.003777913,4.103339453,4.106427299
92,920,0.003775072,0.003777954,4.103339453,4.106471238
93,930,0.003775072,0.003777994,4.103339453,4.106515023
94,940,0.003775072,0.003778034,4.103339453,4.106558653
95,950,0.003775072,0.003778074,4.103339453,4.10660213
96,960,0.003775072,0.003778114,4.103339453,4.106645454
97,970,0.003775072,0.003778154,4.103339453,4.106688625
98,980,0.003775072,0.003778193,4.103339453,4.106731645
99,990,0.003775072,0.003778233,4.103339453,4.106774513
100,1000,0.003775072,0.003778272,4.103339453,4.10681723
101,1010,0.003775072,0.003778311,4.103339453,4.106859797
102,1020,0.003775072,0.00377835,4.103339453,4.106902215
103,1030,0.003775072,0.003778389,4.103339453,4.106944483
104,1040,0.003775072,0.003778428,4.103339453,4.106986603
105,1050,0.003775072,0.003778466,4.103339453,4.107028575
106,1060,0.003775072,0.003778505,4.103339453,4.107070399
107,1070,0.003775072,0.003778543,4.103339453,4.107112077
108,1080,0.003775072,0.003778581,4.103339453,4.107153608
109,1090,0.003775072,0.003778619,4.103339453,4.107194993
110,1100,0.003775072,0.003778657,4.103339453,4.107236233
111,1110,0.003775072,0.003778695,4.103339453,4.107277328
112,1120,0.003775072,0.003778733,4.103339453,4.107318279
113,1130,0.003775072,0.00377877,4.103339453,4.107359086
114,1140,0.003775072,0.003778808,4.103339453,4.10739975
115,1150,0.003775072,0.003778845,4.103339453,4.107440272
116,1160,0.003775072,0.003778882,4.103339453,4.107480651
117,1170,0.003775072,0.003778919,4.103339453,4.107520889
118,1180,0.003775072,0.003778956,4.103339453,4.107560985
119,1190,0.003775072,0.003778993,4.103339453,4.107600941
120,1200,0.003775072,0.003779029,4.103339453,4.107640757
121,1210,0.003775072,0.003779066,4.103339453,4.107680434
122,1220,0.003775072,0.003779102,4.103339453,4.107719971
123,1230,0.003775072,0.003779139,4.103339453,4.10775937
124,1240,0.003775072,0.003779175,4.103339453,4.107798631
125,1250,0.003775072,0.003779211,4.103339453,4.107837755
126,1260,0.003775072,0.003779247,4.103339453,4.107876741
127,1270,0.003775072,0.003779282,4.103339453,4.107915591
128,1280,0.003775072,0.003779318,4.103339453,4.107954306
129,1290,0.003775072,0.003779353,4.103339453,4.107992884
130,1300,0.003775072,0.003779389,4.103339453,4.108031328
131,1310,0.003775072,0.003779424,4.103339453,4.108069637
132,1320,0.003775072,0.003779459,4.103339453,4.108107812
133,1330,0.003775072,0.003779494,4.103339453,4.108145854
134,1340,0.003775072,0.003779529,4.103339453,4.108183762
135,1350,0.003775072,0.003779564,4.103339453,4.108221539
136,1360,0.003775072,0.003779598,4.103339453,4.108259183
137,1370,0.003775072,0.003779633,4.103339453,4.108296695
138,1380,0.003775072,0.003779667,4.103339453,4.108334076
139,1390,0.003775072,0.003779702,4.103339453,4.108371327
140,1400,0.003775072,0.003779736,4.103339453,4.108408448
141,1410,0.003775072,0.00377977,4.103339453,4.108445439
142,1420,0.003775072,0.003779804,4.103339453,4.108482301
143,1430,0.003775072,0.003779838,4.103339453,4.108519034
144,1440,0.003775072,0.003779871,4.103339453,4.108555639
145,1450,0.003775072,0.003779905,4.103339453,4.108592116
146,1460,0.003775072,0.003779938,4.103339453,4.108628466
147,1470,0.003775072,0.003779972,4.103339453,4.108664689
148,1480,0.003775072,0.003780005,4.103339453,4.108700786
149,1490,0.003775072,0.003780038,4.103339453,4.108736757
150,1500,0.003775072,0.003780071,4.103339453,4.108772602
151,1510,0.003775072,0.003780104,4.103339453,4.108808322
152,1520,0.003775072,0.003780136,4.103339453,4.108843918
153,1530,0.003775072,0.003780169,4.103339453,4.10887939
154,1540,0.003775072,0.003780202,4.103339453,4.108914738
155,1550,0.003775072,0.003780234,4.103339453,4.108949962
156,1560,0.003775072,0.003780266,4.103339453,4.108985065
157,1570,0.003775072,0.003780298,4.103339453,4.109020044
158,1580,0.003775072,0.003780331,4.103339453,4.109054902
159,1590,0.003775072,0.003780362,4.103339453,4.109089639
160,1600,0.003775072,0.003780394,4.103339453,4.109124254
161,1610,0.003775072,0.003780426,4.103339453,4.10915875
162,1620,0.003775072,0.003780458,4.103339453,4.109193124
163,1630,0.003775072,0.003780489,4.103339453,4.10922738
164,1640,0.003775072,0.003780521,4.103339453,4.109261516
165,1650,0.003775072,0.003780552,4.103339453,4.109295533
166,1660,0.003775072,0.003780583,4.103339453,4.109329432
167,1670,0.003775072,0.003780614,4.103339453,4.109363213
168,1680,0.003775072,0.003780645,4.103339453,4.109396877
169,1690,0.003775072,0.003780676,4.103339453,4.109430423
170,1700,0.003775072,0.003780707,4.103339453,4.109463853
171,1710,0.003775072,0.003780737,4.103339453,4.109497167
172,1720,0.003775072,0.003780768,4.103339453,4.109530364
173,1730,0.003775072,0.003780798,4.103339453,4.109563447
174,1740,0.003775072,0.003780829,4.103339453,4.109596414
175,1750,0.003775072,0.003780859,4.103339453,4.109629267
176,1760,0.003775072,0.003780889,4.103339453,4.109662006
177,1770,0.003775072,0.003780919,4.103339453,4.109694631
178,1780,0.003775072,0.003780949,4.103339453,4.109727143
179,1790,0.003775072,0.003780979,4.103339453,4.109759541
180,1800,0.0037987,0.003801215,4.129022026,4.131755897
181,1810,0.0037987,0.003801253,4.129022026,4.131797093
182,1820,0.0037987,0.003801291,4.129022026,4.131838144
183,1830,0.0037987,0.003801329,4.129022026,4.131879051
184,1840,0.0037987,0.003801366,4.129022026,4.131919814
185,1850,0.0037987,0.003801404,4.129022026,4.131960433
186,1860,0.0037987,0.003801441,4.129022026,4.13200091
187,1870,0.0037987,0.003801478,4.129022026,4.132041245
188,1880,0.0037987,0.003801515,4.129022026,4.132081438
189,1890,0.0037987,0.003801552,4.129022026,4.13212149
190,1900,0.0037987,0.003801588,4.129022026,4.132161402
191,1910,0.0037987,0.003801625,4.129022026,4.132201173
192,1920,0.0037987,0.003801662,4.129022026,4.132240805
193,1930,0.0037987,0.003801698,4.129022026,4.132280298
194,1940,0.0037987,0.003801734,4.129022026,4.132319653
195,1950,0.0037987,0.00380177,4.129022026,4.132358869
196,1960,0.0037987,0.003801806,4.129022026,4.132397948
197,1970,0.0037987,0.003801842,4.129022026,4.132436889
198,1980,0.0037987,0.003801878,4.129022026,4.132475695
199,1990,0.0037987,0.003801913,4.129022026,4.132514364
200,2000,0.0037987,0.003801949,4.129022026,4.132552898
201,2010,0.0037987,0.003801984,4.129022026,4.132591296
202,2020,0.0037987,0.003802019,4.129022026,4.13262956
203,2030,0.0037987,0.003802054,4.129022026,4.132667691
204,2040,0.0037987,0.003802089,4.129022026,4.132705687
205,2050,0.0037987,0.003802124,4.129022026,4.132743551
206,2060,0.0037987,0.003802159,4.129022026,4.132781282
207,2070,0.0037987,0.003802193,4.129022026,4.132818881
208,2080,0.0037987,0.003802228,4.129022026,4.132856348
209,2090,0.0037987,0.003802262,4.129022026,4.132893685
210,2100,0.0037987,0.003802296,4.129022026,4.13293089
211,2110,0.0037987,0.003802331,4.129022026,4.132967966
212,2120,0.0037987,0.003802365,4.129022026,4.133004912
213,2130,0.0037987,0.003802398,4.129022026,4.133041728
214,2140,0.0037987,0.003802432,4.129022026,4.133078416
215,2150,0.0037987,0.003802466,4.129022026,4.133114976
216,2160,0.0037987,0.003802499,4.129022026,4.133151408
217,2170,0.0037987,0.003802533,4.129022026,4.133187712
218,2180,0.0037987,0.003802566,4.129022026,4.13322389
219,2190,0.0037987,0.003802599,4.129022026,4.133259941
220,2200,0.0037987,0.003802632,4.129022026,4.133295867
221,2210,0.0037987,0.003802665,4.129022026,4.133331667
222,2220,0.0037987,0.003802698,4.129022026,4.133367341
223,2230,0.0037987,0.003802731,4.129022026,4.133402892
224,2240,0.0037987,0.003802763,4.129022026,4.133438318
225,2250,0.0037987,0.003802796,4.129022026,4.13347362
226,2260,0.0037987,0.003802828,4.129022026,4.1335088
227,2270,0.0037987,0.00380286,4.129022026,4.133543856
228,2280,0.0037987,0.003802892,4.129022026,4.133578791
229,2290,0.0037987,0.003802925,4.129022026,4.133613603
230,2300,0.0037987,0.003802956,4.129022026,4.133648294
231,2310,0.0037987,0.003802988,4.129022026,4.133682864
232,2320,0.0037987,0.00380302,4.129022026,4.133717314
233,2330,0.0037987,0.003803052,4.129022026,4.133751643
234,2340,0.0037987,0.003803083,4.129022026,4.133785853
235,2350,0.0037987,0.003803114,4.129022026,4.133819943
236,2360,0.0037987,0.003803146,4.129022026,4.133853915
237,2370,0.0037987,0.003803177,4.129022026,4.133887768
238,2380,0.0037987,0.003803208,4.129022026,4.133921504
239,2390,0.0037987,0.003803239,4.129022026,4.133955122
240,2400,0.0037987,0.00380327,4.129022026,4.133988622
241,2410,0.0037987,0.0038033,4.129022026,4.134022007
242,2420,0.0037987,0.003803331,4.129022026,4.134055275
243,2430,0.0037987,0.003803361,4.129022026,4.134088427
244,2440,0.0037987,0.003803392,4.129022026,4.134121463
245,2450,0.0037987,0.003803422,4.129022026,4.134154385
246,2460,0.0037987,0.003803452,4.129022026,4.134187192
247,2470,0.0037987,0.003803482,4.129022026,4.134219885
248,2480,0.0037987,0.003803512,4.129022026,4.134252465
249,2490,0.0037987,0.003803542,4.129022026,4.134284931
250,2500,0.0037987,0.003803572,4.129022026,4.134317284
251,2510,0.0037987,0.003803602,4.129022026,4.134349524
252,2520,0.0037987,0.003803631,4.129022026,4.134381653
253,2530,0.0037987,0.003803661,4.129022026,4.13441367
254,2540,0.0037987,0.00380369,4.129022026,4.134445575
255,2550,0.0037987,0.003803719,4.129022026,4.13447737
256,2560,0.0037987,0.003803748,4.129022026,4.134509054
257,2570,0.0037987,0.003803777,4.129022026,4.134540628
258,2580,0.0037987,0.003803806,4.129022026,4.134572092
259,2590,0.0037987,0.003803835,4.129022026,4.134603447
260,2600,0.0037987,0.003803864,4.129022026,4.134634693
261,2610,0.0037987,0.003803893,4.129022026,4.134665831
262,2620,0.0037987,0.003803921,4.129022026,4.134696861
263,2630,0.0037987,0.00380395,4.129022026,4.134727783
264,2640,0.0037987,0.003803978,4.129022026,4.134758597
265,2650,0.0037987,0.003804006,4.129022026,4.134789305
266,2660,0.0037987,0.003804034,4.129022026,4.134819906
267,2670,0.0037987,0.003804062,4.129022026,4.1348504
268,2680,0.0037987,0.00380409,4.129022026,4.134880789
269,2690,0.0037987,0.003804118,4.129022026,4.134911073
270,2700,0.003789028,0.003790382,4.118508885,4.119980118
271,2710,0.003789028,0.003790404,4.118508885,4.120004192
272,2720,0.003789028,0.003790426,4.118508885,4.120028183
273,2730,0.003789028,0.003790448,4.118508885,4.120052092
274,2740,0.003789028,0.00379047,4.118508885,4.120075919
275,2750,0.003789028,0.003790492,4.118508885,4.120099663
276,2760,0.003789028,0.003790513,4.118508885,4.120123326
277,2770,0.003789028,0.003790535,4.118508885,4.120146908
278,2780,0.003789028,0.003790557,4.118508885,4.120170409
279,2790,0.003789028,0.003790578,4.118508885,4.120193829
280,2800,0.003789028,0.0037906,4.118508885,4.120217169
281,2810,0.003789028,0.003790621,4.118508885,4.120240428
282,2820,0.003789028,0.003790643,4.118508885,4.120263608
283,2830,0.003789028,0.003790664,4.118508885,4.120286708
284,2840,0.003789028,0.003790685,4.118508885,4.120309728
285,2850,0.003789028,0.003790706,4.118508885,4.12033267
286,2860,0.003789028,0.003790727,4.118508885,4.120355533
287,2870,0.003789028,0.003790748,4.118508885,4.120378317
288,2880,0.003789028,0.003790769,4.118508885,4.120401023
289,2890,0.003789028,0.00379079,4.118508885,4.120423651
290,2900,0.003789028,0.003790811,4.118508885,4.120446202
291,2910,0.003789028,0.003790831,4.118508885,4.120468675
292,2920,0.003789028,0.003790852,4.118508885,4.120491071
293,2930,0.003789028,0.003790872,4.118508885,4.12051339
294,2940,0.003789028,0.003790893,4.118508885,4.120535633
295,2950,0.003789028,0.003790913,4.118508885,4.120557799
296,2960,0.003789028,0.003790933,4.118508885,4.12057989
297,2970,0.003789028,0.003790954,4.118508885,4.120601904
298,2980,0.003789028,0.003790974,4.118508885,4.120623843
299,2990,0.003789028,0.003790994,4.118508885,4.120645707
300,3000,0.003789028,0.003791014,4.118508885,4.120667496
301,3010,0.003789028,0.003791034,4.118508885,4.12068921
302,3020,0.003789028,0.003791054,4.118508885,4.12071085
303,3030,0.003789028,0.003791074,4.118508885,4.120732416
304,3040,0.003789028,0.003791094,4.118508885,4.120753907
305,3050,0.003789028,0.003791113,4.118508885,4.120775326
306,3060,0.003789028,0.003791133,4.118508885,4.12079667
307,3070,0.003789028,0.003791153,4.118508885,4.120817942
308,3080,0.003789028,0.003791172,4.118508885,4.12083914
309,3090,0.003789028,0.003791191,4.118508885,4.120860266
310,3100,0.003789028,0.003791211,4.118508885,4.12088132
311,3110,0.003789028,0.00379123,4.118508885,4.120902302
312,3120,0.003789028,0.003791249,4.118508885,4.120923212
313,3130,0.003789028,0.003791269,4.118508885,4.12094405
314,3140,0.003789028,0.003791288,4.118508885,4.120964816
315,3150,0.003789028,0.003791307,4.118508885,4.120985512
316,3160,0.003789028,0.003791326,4.118508885,4.121006137
317,3170,0.003789028,0.003791345,4.118508885,4.121026691
318,3180,0.003789028,0.003791363,4.118508885,4.121047175
319,3190,0.003789028,0.003791382,4.118508885,4.121067589
320,3200,0.003789028,0.003791401,4.118508885,4.121087933
321,3210,0.003789028,0.00379142,4.118508885,4.121108207
322,3220,0.003789028,0.003791438,4.118508885,4.121128412
323,3230,0.003789028,0.003791457,4.118508885,4.121148548
324,3240,0.003789028,0.003791475,4.118508885,4.121168615
325,3250,0.003789028,0.003791494,4.118508885,4.121188613
326,3260,0.003789028,0.003791512,4.118508885,4.121208543
327,3270,0.003789028,0.00379153,4.118508885,4.121228405
328,3280,0.003789028,0.003791548,4.118508885,4.121248199
329,3290,0.003789028,0.003791566,4.118508885,4.121267925
330,3300,0.003789028,0.003791585,4.118508885,4.121287584
331,3310,0.003789028,0.003791603,4.118508885,4.121307175
332,3320,0.003789028,0.003791621,4.118508885,4.1213267
333,3330,0.003789028,0.003791638,4.118508885,4.121346157
334,3340,0.003789028,0.003791656,4.118508885,4.121365549
335,3350,0.003789028,0.003791674,4.118508885,4.121384874
336,3360,0.003789028,0.003791692,4.118508885,4.121404133
337,3370,0.003789028,0.003791709,4.118508885,4.121423326
338,3380,0.003789028,0.003791727,4.118508885,4.121442453
339,3390,0.003789028,0.003791745,4.118508885,4.121461516
340,3400,0.003789028,0.003791762,4.118508885,4.121480513
341,3410,0.003789028,0.003791779,4.118508885,4.121499445
342,3420,0.003789028,0.003791797,4.118508885,4.121518312
343,3430,0.003789028,0.003791814,4.118508885,4.121537116
344,3440,0.003789028,0.003791831,4.118508885,4.121555854
345,3450,0.003789028,0.003791849,4.118508885,4.121574529
346,3460,0.003789028,0.003791866,4.118508885,4.121593141
347,3470,0.003789028,0.003791883,4.118508885,4.121611688
348,3480,0.003789028,0.0037919,4.118508885,4.121630172
349,3490,0.003789028,0.003791917,4.118508885,4.121648594
350,3500,0.003789028,0.003791934,4.118508885,4.121666952
351,3510,0.003789028,0.00379195,4.118508885,4.121685247
352,3520,0.003789028,0.003791967,4.118508885,4.121703481
353,3530,0.003789028,0.003791984,4.118508885,4.121721652
354,3540,0.003789028,0.003792001,4.118508885,4.121739761
355,3550,0.003789028,0.003792017,4.118508885,4.121757808
356,3560,0.003789028,0.003792034,4.118508885,4.121775793
357,3570,0.003789028,0.00379205,4.118508885,4.121793718
358,3580,0.003789028,0.003792067,4.118508885,4.121811581
359,3590,0.003789028,0.003792083,4.118508885,4.121829383
360,3600,0.003782601,0.003782771,4.111522773,4.111707837
361,3610,0.003782601,0.003782784,4.111522773,4.111721976
362,3620,0.003782601,0.003782797,4.111522773,4.111736067
363,3630,0.003782601,0.00378281,4.111522773,4.111750111
364,3640,0.003782601,0.003782823,4.111522773,4.111764106
365,3650,0.003782601,0.003782836,4.111522773,4.111778054
366,3660,0.003782601,0.003782849,4.111522773,4.111791955
367,3670,0.003782601,0.003782861,4.111522773,4.111805809
368,3680,0.003782601,0.003782874,4.111522773,4.111819616
369,3690,0.003782601,0.003782887,4.111522773,4.111833376
370,3700,0.003782601,0.003782899,4.111522773,4.111847089
371,3710,0.003782601,0.003782912,4.111522773,4.111860756
372,3720,0.003782601,0.003782924,4.111522773,4.111874376
373,3730,0.003782601,0.003782937,4.111522773,4.111887951
374,3740,0.003782601,0.003782949,4.111522773,4.111901479
375,3750,0.003782601,0.003782962,4.111522773,4.111914962
376,3760,0.003782601,0.003782974,4.111522773,4.111928398
377,3770,0.003782601,0.003782986,4.111522773,4.11194179
378,3780,0.003782601,0.003782999,4.111522773,4.111955136
379,3790,0.003782601,0.003783011,4.111522773,4.111968436
380,3800,0.003782601,0.003783023,4.111522773,4.111981692
381,3810,0.003782601,0.003783035,4.111522773,4.111994903
382,3820,0.003782601,0.003783047,4.111522773,4.112008069
383,3830,0.003782601,0.003783059,4.111522773,4.11202119
384,3840,0.003782601,0.003783072,4.111522773,4.112034267
385,3850,0.003782601,0.003783084,4.111522773,4.1120473
386,3860,0.003782601,0.003783095,4.111522773,4.112060288
387,3870,0.003782601,0.003783107,4.111522773,4.112073233
388,3880,0.003782601,0.003783119,4.111522773,4.112086134
389,3890,0.003782601,0.003783131,4.111522773,4.112098991
390,3900,0.003782601,0.003783143,4.111522773,4.112111804
391,3910,0.003782601,0.003783155,4.111522773,4.112124574
392,3920,0.003782601,0.003783166,4.111522773,4.112137301
393,3930,0.003782601,0.003783178,4.111522773,4.112149985
394,3940,0.003782601,0.00378319,4.111522773,4.112162626
395,3950,0.003782601,0.003783201,4.111522773,4.112175224
396,3960,0.003782601,0.003783213,4.111522773,4.112187779
397,3970,0.003782601,0.003783224,4.111522773,4.112200292
398,3980,0.003782601,0.003783236,4.111522773,4.112212763
399,3990,0.003782601,0.003783247,4.111522773,4.112225191
400,4000,0.003782601,0.003783259,4.111522773,4.112237578
401,4010,0.003782601,0.00378327,4.111522773,4.112249922
402,4020,0.003782601,0.003783281,4.111522773,4.112262225
403,4030,0.003782601,0.003783293,4.111522773,4.112274486
404,4040,0.003782601,0.003783304,4.111522773,4.112286706
405,4050,0.003782601,0.003783315,4.111522773,4.112298884
406,4060,0.003782601,0.003783326,4.111522773,4.112311021
407,4070,0.003782601,0.003783337,4.111522773,4.112323117
408,4080,0.003782601,0.003783348,4.111522773,4.112335172
409,4090,0.003782601,0.003783359,4.111522773,4.112347186
410,4100,0.003782601,0.00378337,4.111522773,4.11235916
411,4110,0.003782601,0.003783381,4.111522773,4.112371093
412,4120,0.003782601,0.003783392,4.111522773,4.112382986
413,4130,0.003782601,0.003783403,4.111522773,4.112394838
414,4140,0.003782601,0.003783414,4.111522773,4.112406651
415,4150,0.003782601,0.003783425,4.111522773,4.112418424
416,4160,0.003782601,0.003783436,4.111522773,4.112430156
417,4170,0.003782601,0.003783447,4.111522773,4.112441849
418,4180,0.003782601,0.003783457,4.111522773,4.112453503
419,4190,0.003782601,0.003783468,4.111522773,4.112465117
420,4200,0.003782601,0.003783479,4.111522773,4.112476692
421,4210,0.003782601,0.003783489,4.111522773,4.112488228
422,4220,0.003782601,0.0037835,4.111522773,4.112499725
423,4230,0.003782601,0.00378351,4.111522773,4.112511183
424,4240,0.003782601,0.003783521,4.111522773,4.112522602
425,4250,0.003782601,0.003783531,4.111522773,4.112533983
426,4260,0.003782601,0.003783542,4.111522773,4.112545325
427,4270,0.003782601,0.003783552,4.111522773,4.112556629
428,4280,0.003782601,0.003783562,4.111522773,4.112567894
429,4290,0.003782601,0.003783573,4.111522773,4.112579122
430,4300,0.003782601,0.003783583,4.111522773,4.112590311
431,4310,0.003782601,0.003783593,4.111522773,4.112601463
432,4320,0.003782601,0.003783604,4.111522773,4.112612578
433,4330,0.003782601,0.003783614,4.111522773,4.112623654
434,4340,0.003782601,0.003783624,4.111522773,4.112634693
435,4350,0.003782601,0.003783634,4.111522773,4.112645695
436,4360,0.003782601,0.003783644,4.111522773,4.11265666
437,4370,0.003782601,0.003783654,4.111522773,4.112667588
438,4380,0.003782601,0.003783664,4.111522773,4.112678479
439,4390,0.003782601,0.003783674,4.111522773,4.112689333
440,4400,0.003782601,0.003783684,4.111522773,4.11270015
441,4410,0.003782601,0.003783694,4.111522773,4.112710931
442,4420,0.003782601,0.003783704,4.111522773,4.112721675
443,4430,0.003782601,0.003783714,4.111522773,4.112732384
444,4440,0.003782601,0.003783724,4.111522773,4.112743056
445,4450,0.003782601,0.003783733,4.111522773,4.112753692
446,4460,0.003782601,0.003783743,4.111522773,4.112764292
447,4470,0.003782601,0.003783753,4.111522773,4.112774856
448,4480,0.003782601,0.003783763,4.111522773,4.112785385
449,4490,0.003782601,0.003783772,4.111522773,4.112795878
450,4500,0.003785218,0.003785376,4.114367377,4.11453913
451,4510,0.003785218,0.003785386,4.114367377,4.114550217
452,4520,0.003785218,0.003785396,4.114367377,4.114561267
453,4530,0.003785218,0.003785406,4.114367377,4.11457228
454,4540,0.003785218,0.003785417,4.114367377,4.114583255
455,4550,0.003785218,0.003785427,4.114367377,4.114594193
456,4560,0.003785218,0.003785437,4.114367377,4.114605094
457,4570,0.003785218,0.003785447,4.114367377,4.114615959
458,4580,0.003785218,0.003785457,4.114367377,4.114626787
459,4590,0.003785218,0.003785467,4.114367377,4.114637578
460,4600,0.003785218,0.003785476,4.114367377,4.114648332
461,4610,0.003785218,0.003785486,4.114367377,4.114659051
462,4620,0.003785218,0.003785496,4.114367377,4.114669733
463,4630,0.003785218,0.003785506,4.114367377,4.114680379
464,4640,0.003785218,0.003785516,4.114367377,4.114690989
465,4650,0.003785218,0.003785525,4.114367377,4.114701564
466,4660,0.003785218,0.003785535,4.114367377,4.114712103
467,4670,0.003785218,0.003785545,4.114367377,4.114722606
468,4680,0.003785218,0.003785554,4.114367377,4.114733073
469,4690,0.003785218,0.003785564,4.114367377,4.114743506
470,4700,0.003785218,0.003785574,4.114367377,4.114753903
471,4710,0.003785218,0.003785583,4.114367377,4.114764265
472,4720,0.003785218,0.003785593,4.114367377,4.114774592
473,4730,0.003785218,0.003785602,4.114367377,4.114784884
474,4740,0.003785218,0.003785612,4.114367377,4.114795141
475,4750,0.003785218,0.003785621,4.114367377,4.114805364
476,4760,0.003785218,0.00378563,4.114367377,4.114815552
477,4770,0.003785218,0.00378564,4.114367377,4.114825706
478,4780,0.003785218,0.003785649,4.114367377,4.114835826
479,4790,0.003785218,0.003785658,4.114367377,4.114845912
480,4800,0.003785218,0.003785667,4.114367377,4.114855963
481,4810,0.003785218,0.003785677,4.114367377,4.114865981
482,4820,0.003785218,0.003785686,4.114367377,4.114875965
483,4830,0.003785218,0.003785695,4.114367377,4.114885915
484,4840,0.003785218,0.003785704,4.114367377,4.114895831
