,time,modelA,modelB,modelC
1317,13170,3.950401103,4.024042823,4.059189106
1318,13180,3.950401103,4.024042823,4.059189106
1319,13190,3.950401103,4.024042823,4.059189106
1320,13200,3.950401103,4.024042823,4.059189106
1321,13210,3.950401103,4.024042823,4.059189106
1322,13220,3.950401103,4.024042823,4.059189106
1323,13230,3.950401103,4.024042823,4.059189106
1324,13240,3.950401103,4.024042823,4.059189106
1325,13250,3.950401103,4.024042823,4.059189106
1326,13260,3.950401103,4.024042823,4.059189106
1327,13270,3.950401103,4.024042823,4.059189106
1328,13280,3.950401103,4.024042823,4.059189106
1329,13290,3.950401103,4.024042823,4.059189106
1330,13300,3.950401103,4.024042823,4.059189106
1331,13310,3.950401103,4.024042823,4.059189106
1332,13320,3.950401103,4.024042823,4.059189106
1333,13330,3.950401103,4.024042823,4.059189106
1334,13340,3.950401103,4.024042823,4.059189106
1335,13350,3.950401103,4.024042823,4.059189106
1336,13360,3.950401103,4.024042823,4.059189106
1337,13370,3.950401103,4.024042823,4.059189106
1338,13380,3.950401103,4.024042823,4.059189106
1339,13390,3.950401103,4.024042823,4.059189106
1340,13400,3.950401103,4.024042823,4.059189106
1341,13410,3.950401103,4.024042823,4.059189106
1342,13420,3.950401103,4.024042823,4.059189106
1343,13430,3.950401103,4.024042823,4.059189106
1344,13440,3.950401103,4.024042823,4.059189106
1345,13450,3.950401103,4.024042823,4.059189106
1346,13460,3.950401103,4.024042823,4.059189106
1347,13470,3.950401103,4.024042823,4.059189106
1348,13480,3.950401103,4.024042823,4.059189106
1349,13490,3.950401103,4.024042823,4.059189106
1350,13500,3.950402329,4.024044241,4.059213329
1351,13510,3.950402329,4.024044241,4.059213329
1352,13520,3.950402329,4.024044241,4.059213329
1353,13530,3.950402329,4.024044241,4.059213329
1354,13540,3.950402329,4.024044241,4.059213329
1355,13550,3.950402329,4.024044241,4.059213329
1356,13560,3.950402329,4.024044241,4.059213329
1357,13570,3.950402329,4.024044241,4.059213329
1358,13580,3.950402329,4.024044241,4.059213329
1359,13590,3.950402329,4.024044241,4.059213329
1360,13600,3.950402329,4.024044241,4.059213329
1361,13610,3.950402329,4.024044241,4.059213329
1362,13620,3.950402329,4.024044241,4.059213329
1363,13630,3.950402329,4.024044241,4.059213329
1364,13640,3.950402329,4.024044241,4.059213329
1365,13650,3.950402329,4.024044241,4.059213329
1366,13660,3.950402329,4.024044241,4.059213329
1367,13670,3.950402329,4.024044241,4.059213329
1368,13680,3.950402329,4.024044241,4.059213329
1369,13690,3.950402329,4.024044241,4.059213329
1370,13700,3.950402329,4.024044241,4.059213329
1371,13710,3.950402329,4.024044241,4.059213329
1372,13720,3.950402329,4.024044241,4.059213329
1373,13730,3.950402329,4.024044241,4.059213329
1374,13740,3.950402329,4.024044241,4.059213329
1375,13750,3.950402329,4.024044241,4.059213329
1376,13760,3.950402329,4.024044241,4.059213329
1377,13770,3.950402329,4.024044241,4.059213329
1378,13780,3.950402329,4.024044241,4.059213329
1379,13790,3.950402329,4.024044241,4.059213329
1380,13800,3.950402329,4.024044241,4.059213329
1381,13810,3.950402329,4.024044241,4.059213329
1382,13820,3.950402329,4.024044241,4.059213329
1383,13830,3.950402329,4.024044241,4.059213329
1384,13840,3.950402329,4.024044241,4.059213329
1385,13850,3.950402329,4.024044241,4.059213329
1386,13860,3.950402329,4.024044241,4.059213329
1387,13870,3.950402329,4.024044241,4.059213329
1388,13880,3.950402329,4.024044241,4.059213329
1389,13890,3.950402329,4.024044241,4.059213329
1390,13900,3.950402329,4.024044241,4.059213329
1391,13910,3.950402329,4.024044241,4.059213329
1392,13920,3.950402329,4.024044241,4.059213329
1393,13930,3.950402329,4.024044241,4.059213329
1394,13940,3.950402329,4.024044241,4.059213329
1395,13950,3.950402329,4.024044241,4.059213329
1396,13960,3.950402329,4.024044241,4.059213329
1397,13970,3.950402329,4.024044241,4.059213329
1398,13980,3.950402329,4.024044241,4.059213329
1399,13990,3.950402329,4.024044241,4.059213329
1400,14000,3.950402329,4.024044241,4.059213329
1401,14010,3.950402329,4.024044241,4.059213329
1402,14020,3.950402329,4.024044241,4.059213329
1403,14030,3.950402329,4.024044241,4.059213329
1404,14040,3.950402329,4.024044241,4.059213329
1405,14050,3.950402329,4.024044241,4.059213329
1406,14060,3.950402329,4.024044241,4.059213329
1407,14070,3.950402329,4.024044241,4.059213329
1408,14080,3.950402329,4.024044241,4.059213329
1409,14090,3.950402329,4.024044241,4.059213329
1410,14100,3.950402329,4.024044241,4.059213329
1411,14110,3.950402329,4.024044241,4.059213329
1412,14120,3.950402329,4.024044241,4.059213329
1413,14130,3.950402329,4.024044241,4.059213329
1414,14140,3.950402329,4.024044241,4.059213329
1415,14150,3.950402329,4.024044241,4.059213329
1416,14160,3.950402329,4.024044241,4.059213329
1417,14170,3.950402329,4.024044241,4.059213329
1418,14180,3.950402329,4.024044241,4.059213329
1419,14190,3.950402329,4.024044241,4.059213329
1420,14200,3.950402329,4.024044241,4.059213329
1421,14210,3.950402329,4.024044241,4.059213329
1422,14220,3.950402329,4.024044241,4.059213329
1423,14230,3.950402329,4.024044241,4.059213329
1424,14240,3.950402329,4.024044241,4.059213329
1425,14250,3.950402329,4.024044241,4.059213329
1426,14260,3.950402329,4.024044241,4.059213329
1427,14270,3.950402329,4.024044241,4.059213329
1428,14280,3.950402329,4.024044241,4.059213329
1429,14290,3.950402329,4.024044241,4.059213329
1430,14300,3.950402329,4.024044241,4.059213329
1431,14310,3.950402329,4.024044241,4.059213329
1432,14320,3.950402329,4.024044241,4.059213329
1433,14330,3.950402329,4.024044241,4.059213329
1434,14340,3.950402329,4.024044241,4.059213329
1435,14350,3.950402329,4.024044241,4.059213329
1436,14360,3.950402329,4.024044241,4.059213329
1437,14370,3.950402329,4.024044241,4.059213329
1438,14380,3.950402329,4.024044241,4.059213329
1439,14390,3.950402329,4.024044241,4.059213329
1440,14400,3.942359024,4.055939497,4.086962802
1441,14410,3.942359024,4.055939497,4.086962802
1442,14420,3.942359024,4.055939497,4.086962802
1443,14430,3.942359024,4.055939497,4.086962802
1444,14440,3.942359024,4.055939497,4.086962802
1445,14450,3.942359024,4.055939497,4.086962802
1446,14460,3.942359024,4.055939497,4.086962802
1447,14470,3.942359024,4.055939497,4.086962802
1448,14480,3.942359024,4.055939497,4.086962802
1449,14490,3.942359024,4.055939497,4.086962802
1450,14500,3.942359024,4.055939497,4.086962802
1451,14510,3.942359024,4.055939497,4.086962802
1452,14520,3.942359024,4.055939497,4.086962802
1453,14530,3.942359024,4.055939497,4.086962802
1454,14540,3.942359024,4.055939497,4.086962802
1455,14550,3.942359024,4.055939497,4.086962802
1456,14560,3.942359024,4.055939497,4.086962802
1457,14570,3.942359024,4.055939497,4.086962802
1458,14580,3.942359024,4.055939497,4.086962802
1459,14590,3.942359024,4.055939497,4.086962802
1460,14600,3.942359024,4.055939497,4.086962802
1461,14610,3.942359024,4.055939497,4.086962802
1462,14620,3.942359024,4.055939497,4.086962802
1463,14630,3.942359024,4.055939497,4.086962802
1464,14640,3.942359024,4.055939497,4.086962802
1465,14650,3.942359024,4.055939497,4.086962802
1466,14660,3.942359024,4.055939497,4.086962802
1467,14670,3.942359024,4.055939497,4.086962802
1468,14680,3.942359024,4.055939497,4.086962802
1469,14690,3.942359024,4.055939497,4.086962802
1470,14700,3.942359024,4.055939497,4.086962802
1471,14710,3.942359024,4.055939497,4.086962802
1472,14720,3.942359024,4.055939497,4.086962802
1473,14730,3.942359024,4.055939497,4.086962802
1474,14740,3.942359024,4.055939497,4.086962802
1475,14750,3.942359024,4.055939497,4.086962802
1476,14760,3.942359024,4.055939497,4.086962802
1477,14770,3.942359024,4.055939497,4.086962802
1478,14780,3.942359024,4.055939497,4.086962802
1479,14790,3.942359024,4.055939497,4.086962802
1480,14800,3.942359024,4.055939497,4.086962802
1481,14810,3.942359024,4.055939497,4.086962802
1482,14820,3.942359024,4.055939497,4.086962802
1483,14830,3.942359024,4.055939497,4.086962802
1484,14840,3.942359024,4.055939497,4.086962802
1485,14850,3.942359024,4.055939497,4.086962802
1486,14860,3.942359024,4.055939497,4.086962802
1487,14870,3.942359024,4.055939497,4.086962802
1488,14880,3.942359024,4.055939497,4.086962802
1489,14890,3.942359024,4.055939497,4.086962802
1490,14900,3.942359024,4.055939497,4.086962802
1491,14910,3.942359024,4.055939497,4.086962802
1492,14920,3.942359024,4.055939497,4.086962802
1493,14930,3.942359024,4.055939497,4.086962802
1494,14940,3.942359024,4.055939497,4.086962802
1495,14950,3.942359024,4.055939497,4.086962802
1496,14960,3.942359024,4.055939497,4.086962802
1497,14970,3.942359024,4.055939497,4.086962802
1498,14980,3.942359024,4.055939497,4.086962802
1499,14990,3.942359024,4.055939497,4.086962802
1500,15000,3.942359024,4.055939497,4.086962802
1501,15010,3.942359024,4.055939497,4.086962802
1502,15020,3.942359024,4.055939497,4.086962802
1503,15030,3.942359024,4.055939497,4.086962802
1504,15040,3.942359024,4.055939497,4.086962802
1505,15050,3.942359024,4.055939497,4.086962802
1506,15060,3.942359024,4.055939497,4.086962802
1507,15070,3.942359024,4.055939497,4.086962802
1508,15080,3.942359024,4.055939497,4.086962802
1509,15090,3.942359024,4.055939497,4.086962802
1510,15100,3.942359024,4.055939497,4.086962802
1511,15110,3.942359024,4.055939497,4.086962802
1512,15120,3.942359024,4.055939497,4.086962802
1513,15130,3.942359024,4.055939497,4.086962802
1514,15140,3.942359024,4.055939497,4.086962802
1515,15150,3.942359024,4.055939497,4.086962802
1516,15160,3.942359024,4.055939497,4.086962802
1517,15170,3.942359024,4.055939497,4.086962802
1518,15180,3.942359024,4.055939497,4.086962802
1519,15190,3.942359024,4.055939497,4.086962802
1520,15200,3.942359024,4.055939497,4.086962802
1521,15210,3.942359024,4.055939497,4.086962802
1522,15220,3.942359024,4.055939497,4.086962802
1523,15230,3.942359024,4.055939497,4.086962802
1524,15240,3.942359024,4.055939497,4.086962802
1525,15250,3.942359024,4.055939497,4.086962802
1526,15260,3.942359024,4.055939497,4.086962802
1527,15270,3.942359024,4.055939497,4.086962802
1528,15280,3.942359024,4.055939497,4.086962802
1529,15290,3.942359024,4.055939497,4.086962802
1530,15300,3.942360064,4.055940721,4.087039294
1531,15310,3.942360064,4.055940721,4.087039294
1532,15320,3.942360064,4.055940721,4.087039294
1533,15330,3.942360064,4.055940721,4.087039294
1534,15340,3.942360064,4.055940721,4.087039294
1535,15350,3.942360064,4.055940721,4.087039294
1536,15360,3.942360064,4.055940721,4.087039294
1537,15370,3.942360064,4.055940721,4.087039294
1538,15380,3.942360064,4.055940721,4.087039294
1539,15390,3.942360064,4.055940721,4.087039294
1540,15400,3.942360064,4.055940721,4.087039294
1541,15410,3.942360064,4.055940721,4.087039294
1542,15420,3.942360064,4.055940721,4.087039294
1543,15430,3.942360064,4.055940721,4.087039294
1544,15440,3.942360064,4.055940721,4.087039294
1545,15450,3.942360064,4.055940721,4.087039294
1546,15460,3.942360064,4.055940721,4.087039294
1547,15470,3.942360064,4.055940721,4.087039294
1548,15480,3.942360064,4.055940721,4.087039294
1549,15490,3.942360064,4.055940721,4.087039294
1550,15500,3.942360064,4.055940721,4.087039294
1551,15510,3.942360064,4.055940721,4.087039294
1552,15520,3.942360064,4.055940721,4.087039294
1553,15530,3.942360064,4.055940721,4.087039294
1554,15540,3.942360064,4.055940721,4.087039294
1555,15550,3.942360064,4.055940721,4.087039294
1556,15560,3.942360064,4.055940721,4.087039294
1557,15570,3.942360064,4.055940721,4.087039294
1558,15580,3.942360064,4.055940721,4.087039294
1559,15590,3.942360064,4.055940721,4.087039294
1560,15600,3.942360064,4.055940721,4.087039294
1561,15610,3.942360064,4.055940721,4.087039294
1562,15620,3.942360064,4.055940721,4.087039294
1563,15630,3.942360064,4.055940721,4.087039294
1564,15640,3.942360064,4.055940721,4.087039294
1565,15650,3.942360064,4.055940721,4.087039294
1566,15660,3.942360064,4.055940721,4.087039294
1567,15670,3.942360064,4.055940721,4.087039294
1568,15680,3.942360064,4.055940721,4.087039294
1569,15690,3.942360064,4.055940721,4.087039294
1570,15700,3.942360064,4.055940721,4.087039294
1571,15710,3.942360064,4.055940721,4.087039294
1572,15720,3.942360064,4.055940721,4.087039294
1573,15730,3.942360064,4.055940721,4.087039294
1574,15740,3.942360064,4.055940721,4.087039294
1575,15750,3.942360064,4.055940721,4.087039294
1576,15760,3.942360064,4.055940721,4.087039294
1577,15770,3.942360064,4.055940721,4.087039294
1578,15780,3.942360064,4.055940721,4.087039294
1579,15790,3.942360064,4.055940721,4.087039294
1580,15800,3.942360064,4.055940721,4.087039294
1581,15810,3.942360064,4.055940721,4.087039294
1582,15820,3.942360064,4.055940721,4.087039294
1583,15830,3.942360064,4.055940721,4.087039294
1584,15840,3.942360064,4.055940721,4.087039294
1585,15850,3.942360064,4.055940721,4.087039294
1586,15860,3.942360064,4.055940721,4.087039294
1587,15870,3.942360064,4.055940721,4.087039294
1588,15880,3.942360064,4.055940721,4.087039294
1589,15890,3.942360064,4.055940721,4.087039294
1590,15900,3.942360064,4.055940721,4.087039294
1591,15910,3.942360064,4.055940721,4.087039294
1592,15920,3.942360064,4.055940721,4.087039294
1593,15930,3.942360064,4.055940721,4.087039294
1594,15940,3.942360064,4.055940721,4.087039294
1595,15950,3.942360064,4.055940721,4.087039294
1596,15960,3.942360064,4.055940721,4.087039294
1597,15970,3.942360064,4.055940721,4.087039294
1598,15980,3.942360064,4.055940721,4.087039294
1599,15990,3.942360064,4.055940721,4.087039294
1600,16000,3.942360064,4.055940721,4.087039294
1601,16010,3.942360064,4.055940721,4.087039294
1602,16020,3.942360064,4.055940721,4.087039294
1603,16030,3.942360064,4.055940721,4.087039294
1604,16040,3.942360064,4.055940721,4.087039294
1605,16050,3.942360064,4.055940721,4.087039294
1606,16060,3.942360064,4.055940721,4.087039294
1607,16070,3.942360064,4.055940721,4.087039294
1608,16080,3.942360064,4.055940721,4.087039294
1609,16090,3.942360064,4.055940721,4.087039294
1610,16100,3.942360064,4.055940721,4.087039294
1611,16110,3.942360064,4.055940721,4.087039294
1612,16120,3.942360064,4.055940721,4.087039294
1613,16130,3.942360064,4.055940721,4.087039294
1614,16140,3.942360064,4.055940721,4.087039294
1615,16150,3.942360064,4.055940721,4.087039294
1616,16160,3.942360064,4.055940721,4.087039294
1617,16170,3.942360064,4.055940721,4.087039294
1618,16180,3.942360064,4.055940721,4.087039294
1619,16190,3.942360064,4.055940721,4.087039294
1620,16200,3.933697822,4.036694596,4.049723567
1621,16210,3.933697822,4.036694596,4.049723567
1622,16220,3.933697822,4.036694596,4.049723567
1623,16230,3.933697822,4.036694596,4.049723567
1624,16240,3.933697822,4.036694596,4.049723567
1625,16250,3.933697822,4.036694596,4.049723567
1626,16260,3.933697822,4.036694596,4.049723567
1627,16270,3.933697822,4.036694596,4.049723567
1628,16280,3.933697822,4.036694596,4.049723567
1629,16290,3.933697822,4.036694596,4.049723567
1630,16300,3.933697822,4.036694596,4.049723567
1631,16310,3.933697822,4.036694596,4.049723567
1632,16320,3.933697822,4.036694596,4.049723567
1633,16330,3.933697822,4.036694596,4.049723567
1634,16340,3.933697822,4.036694596,4.049723567
1635,16350,3.933697822,4.036694596,4.049723567
1636,16360,3.933697822,4.036694596,4.049723567
1637,16370,3.933697822,4.036694596,4.049723567
1638,16380,3.933697822,4.036694596,4.049723567
1639,16390,3.933697822,4.036694596,4.049723567
1640,16400,3.933697822,4.036694596,4.049723567
1641,16410,3.933697822,4.036694596,4.049723567
1642,16420,3.933697822,4.036694596,4.049723567
1643,16430,3.933697822,4.036694596,4.049723567
1644,16440,3.933697822,4.036694596,4.049723567
1645,16450,3.933697822,4.036694596,4.049723567
1646,16460,3.933697822,4.036694596,4.049723567
1647,16470,3.933697822,4.036694596,4.049723567
1648,16480,3.933697822,4.036694596,4.049723567
1649,16490,3.933697822,4.036694596,4.049723567
1650,16500,3.933697822,4.036694596,4.049723567
1651,16510,3.933697822,4.036694596,4.049723567
1652,16520,3.933697822,4.036694596,4.049723567
1653,16530,3.933697822,4.036694596,4.049723567
1654,16540,3.933697822,4.036694596,4.049723567
1655,16550,3.933697822,4.036694596,4.049723567
1656,16560,3.933697822,4.036694596,4.049723567
1657,16570,3.933697822,4.036694596,4.049723567
1658,16580,3.933697822,4.036694596,4.049723567
1659,16590,3.933697822,4.036694596,4.049723567
1660,16600,3.933697822,4.036694596,4.049723567
1661,16610,3.933697822,4.036694596,4.049723567
1662,16620,3.933697822,4.036694596,4.049723567
1663,16630,3.933697822,4.036694596,4.049723567
1664,16640,3.933697822,4.036694596,4.049723567
1665,16650,3.933697822,4.036694596,4.049723567
1666,16660,3.933697822,4.036694596,4.049723567
1667,16670,3.933697822,4.036694596,4.049723567
1668,16680,3.933697822,4.036694596,4.049723567
1669,16690,3.933697822,4.036694596,4.049723567
1670,16700,3.933697822,4.036694596,4.049723567
1671,16710,3.933697822,4.036694596,4.049723567
1672,16720,3.933697822,4.036694596,4.049723567
1673,16730,3.933697822,4.036694596,4.049723567
1674,16740,3.933697822,4.036694596,4.049723567
1675,16750,3.933697822,4.036694596,4.049723567
1676,16760,3.933697822,4.036694596,4.049723567
1677,16770,3.933697822,4.036694596,4.049723567
1678,16780,3.933697822,4.036694596,4.049723567
1679,16790,3.933697822,4.036694596,4.049723567
1680,16800,3.933697822,4.036694596,4.049723567
1681,16810,3.933697822,4.036694596,4.049723567
1682,16820,3.933697822,4.036694596,4.049723567
1683,16830,3.933697822,4.036694596,4.049723567
1684,16840,3.933697822,4.036694596,4.049723567
1685,16850,3.933697822,4.036694596,4.049723567
1686,16860,3.933697822,4.036694596,4.049723567
1687,16870,3.933697822,4.036694596,4.049723567
1688,16880,3.933697822,4.036694596,4.049723567
1689,16890,3.933697822,4.036694596,4.049723567
1690,16900,3.933697822,4.036694596,4.049723567
1691,16910,3.933697822,4.036694596,4.049723567
1692,16920,3.933697822,4.036694596,4.049723567
1693,16930,3.933697822,4.036694596,4.049723567
1694,16940,3.933697822,4.036694596,4.049723567
1695,16950,3.933697822,4.036694596,4.049723567
1696,16960,3.933697822,4.036694596,4.049723567
1697,16970,3.933697822,4.036694596,4.049723567
1698,16980,3.933697822,4.036694596,4.049723567
1699,16990,3.933697822,4.036694596,4.049723567
1700,17000,3.933697822,4.036694596,4.049723567
1701,17010,3.933697822,4.036694596,4.049723567
1702,17020,3.933697822,4.036694596,4.049723567
1703,17030,3.933697822,4.036694596,4.049723567
1704,17040,3.933697822,4.036694596,4.049723567
1705,17050,3.933697822,4.036694596,4.049723567
1706,17060,3.933697822,4.036694596,4.049723567
1707,17070,3.933697822,4.036694596,4.049723567
1708,17080,3.933697822,4.036694596,4.049723567
1709,17090,3.933697822,4.036694596,4.049723567
1710,17100,3.933698766,4.036695705,4.049790904
1711,17110,3.933698766,4.036695705,4.049790904
1712,17120,3.933698766,4.036695705,4.049790904
1713,17130,3.933698766,4.036695705,4.049790904
1714,17140,3.933698766,4.036695705,4.049790904
1715,17150,3.933698766,4.036695705,4.049790904
1716,17160,3.933698766,4.036695705,4.049790904
1717,17170,3.933698766,4.036695705,4.049790904
1718,17180,3.933698766,4.036695705,4.049790904
1719,17190,3.933698766,4.036695705,4.049790904
1720,17200,3.933698766,4.036695705,4.049790904
1721,17210,3.933698766,4.036695705,4.049790904
1722,17220,3.933698766,4.036695705,4.049790904
1723,17230,3.933698766,4.036695705,4.049790904
1724,17240,3.933698766,4.036695705,4.049790904
1725,17250,3.933698766,4.036695705,4.049790904
1726,17260,3.933698766,4.036695705,4.049790904
1727,17270,3.933698766,4.036695705,4.049790904
1728,17280,3.933698766,4.036695705,4.049790904
1729,17290,3.933698766,4.036695705,4.049790904
1730,17300,3.933698766,4.036695705,4.049790904
1731,17310,3.933698766,4.036695705,4.049790904
1732,17320,3.933698766,4.036695705,4.049790904
1733,17330,3.933698766,4.036695705,4.049790904
1734,17340,3.933698766,4.036695705,4.049790904
1735,17350,3.933698766,4.036695705,4.049790904
1736,17360,3.933698766,4.036695705,4.049790904
1737,17370,3.933698766,4.036695705,4.049790904
1738,17380,3.933698766,4.036695705,4.049790904
1739,17390,3.933698766,4.036695705,4.049790904
1740,17400,3.933698766,4.036695705,4.049790904
1741,17410,3.933698766,4.036695705,4.049790904
1742,17420,3.933698766,4.036695705,4.049790904
1743,17430,3.933698766,4.036695705,4.049790904
1744,17440,3.933698766,4.036695705,4.049790904
1745,17450,3.933698766,4.036695705,4.049790904
1746,17460,3.933698766,4.036695705,4.049790904
1747,17470,3.933698766,4.036695705,4.049790904
1748,17480,3.933698766,4.036695705,4.049790904
1749,17490,3.933698766,4.036695705,4.049790904
1750,17500,3.933698766,4.036695705,4.049790904
1751,17510,3.933698766,4.036695705,4.049790904
1752,17520,3.933698766,4.036695705,4.049790904
1753,17530,3.933698766,4.036695705,4.049790904
1754,17540,3.933698766,4.036695705,4.049790904
1755,17550,3.933698766,4.036695705,4.049790904
1756,17560,3.933698766,4.036695705,4.049790904
1757,17570,3.933698766,4.036695705,4.049790904
1758,17580,3.933698766,4.036695705,4.049790904
1759,17590,3.933698766,4.036695705,4.049790904
1760,17600,3.933698766,4.036695705,4.049790904
1761,17610,3.933698766,4.036695705,4.049790904
1762,17620,3.933698766,4.036695705,4.049790904
1763,17630,3.933698766,4.036695705,4.049790904
1764,17640,3.933698766,4.036695705,4.049790904
1765,17650,3.933698766,4.036695705,4.049790904
1766,17660,3.933698766,4.036695705,4.049790904
1767,17670,3.933698766,4.036695705,4.049790904
1768,17680,3.933698766,4.036695705,4.049790904
1769,17690,3.933698766,4.036695705,4.049790904
1770,17700,3.933698766,4.036695705,4.049790904
1771,17710,3.933698766,4.036695705,4.049790904
1772,17720,3.933698766,4.036695705,4.049790904
1773,17730,3.933698766,4.036695705,4.049790904
1774,17740,3.933698766,4.036695705,4.049790904
1775,17750,3.933698766,4.036695705,4.049790904
1776,17760,3.933698766,4.036695705,4.049790904
1777,17770,3.933698766,4.036695705,4.049790904
1778,17780,3.933698766,4.036695705,4.049790904
1779,17790,3.933698766,4.036695705,4.049790904
1780,17800,3.933698766,4.036695705,4.049790904
1781,17810,3.933698766,4.036695705,4.049790904
1782,17820,3.933698766,4.036695705,4.049790904
1783,17830,3.933698766,4.036695705,4.049790904
1784,17840,3.933698766,4.036695705,4.049790904
1785,17850,3.933698766,4.036695705,4.049790904
1786,17860,3.933698766,4.036695705,4.049790904
1787,17870,3.933698766,4.036695705,4.049790904
1788,17880,3.933698766,4.036695705,4.049790904
1789,17890,3.933698766,4.036695705,4.049790904
1790,17900,3.933698766,4.036695705,4.049790904
1791,17910,3.933698766,4.036695705,4.049790904
1792,17920,3.933698766,4.036695705,4.049790904
1793,17930,3.933698766,4.036695705,4.049790904
1794,17940,3.933698766,4.036695705,4.049790904
1795,17950,3.933698766,4.036695705,4.049790904
1796,17960,3.933698766,4.036695705,4.049790904
1797,17970,3.933698766,4.036695705,4.049790904
1798,17980,3.933698766,4.036695705,4.049790904
1799,17990,3.933698766,4.036695705,4.049790904
1800,18000,3.925807488,4.130093987,4.156035765
1801,18010,3.925807488,4.130093987,4.156035765
1802,18020,3.925807488,4.130093987,4.156035765
1803,18030,3.925807488,4.130093987,4.156035765
1804,18040,3.925807488,4.130093987,4.156035765
1805,18050,3.925807488,4.130093987,4.156035765
1806,18060,3.925807488,4.130093987,4.156035765
1807,18070,3.925807488,4.130093987,4.156035765
1808,18080,3.925807488,4.130093987,4.156035765
1809,18090,3.925807488,4.130093987,4.156035765
1810,18100,3.925807488,4.130093987,4.156035765
1811,18110,3.925807488,4.130093987,4.156035765
1812,18120,3.925807488,4.130093987,4.156035765
1813,18130,3.925807488,4.130093987,4.156035765
1814,18140,3.925807488,4.130093987,4.156035765
1815,18150,3.925807488,4.130093987,4.156035765
1816,18160,3.925807488,4.130093987,4.156035765
1817,18170,3.925807488,4.130093987,4.156035765
1818,18180,3.925807488,4.130093987,4.156035765
1819,18190,3.925807488,4.130093987,4.156035765
1820,18200,3.925807488,4.130093987,4.156035765
1821,18210,3.925807488,4.130093987,4.156035765
1822,18220,3.925807488,4.130093987,4.156035765
1823,18230,3.925807488,4.130093987,4.156035765
1824,18240,3.925807488,4.130093987,4.156035765
1825,18250,3.925807488,4.130093987,4.156035765
1826,18260,3.925807488,4.130093987,4.156035765
1827,18270,3.925807488,4.130093987,4.156035765
1828,18280,3.925807488,4.130093987,4.156035765
1829,18290,3.925807488,4.130093987,4.156035765
1830,18300,3.925807488,4.130093987,4.156035765
1831,18310,3.925807488,4.130093987,4.156035765
1832,18320,3.925807488,4.130093987,4.156035765
1833,18330,3.925807488,4.130093987,4.156035765
1834,18340,3.925807488,4.130093987,4.156035765
1835,18350,3.925807488,4.130093987,4.156035765
1836,18360,3.925807488,4.130093987,4.156035765
1837,18370,3.925807488,4.130093987,4.156035765
1838,18380,3.925807488,4.130093987,4.156035765
1839,18390,3.925807488,4.130093987,4.156035765
1840,18400,3.925807488,4.130093987,4.156035765
1841,18410,3.925807488,4.130093987,4.156035765
1842,18420,3.925807488,4.130093987,4.156035765
1843,18430,3.925807488,4.130093987,4.156035765
1844,18440,3.925807488,4.130093987,4.156035765
1845,18450,3.925807488,4.130093987,4.156035765
1846,18460,3.925807488,4.130093987,4.156035765
1847,18470,3.925807488,4.130093987,4.156035765
1848,18480,3.925807488,4.130093987,4.156035765
1849,18490,3.925807488,4.130093987,4.156035765
1850,18500,3.925807488,4.130093987,4.156035765
1851,18510,3.925807488,4.130093987,4.156035765
1852,18520,3.925807488,4.130093987,4.156035765
1853,18530,3.925807488,4.130093987,4.156035765
1854,18540,3.925807488,4.130093987,4.156035765
1855,18550,3.925807488,4.130093987,4.156035765
1856,18560,3.925807488,4.130093987,4.156035765
1857,18570,3.925807488,4.130093987,4.156035765
1858,18580,3.925807488,4.130093987,4.156035765
1859,18590,3.925807488,4.130093987,4.156035765
1860,18600,3.925807488,4.130093987,4.156035765
1861,18610,3.925807488,4.130093987,4.156035765
1862,18620,3.925807488,4.130093987,4.156035765
1863,18630,3.925807488,4.130093987,4.156035765
1864,18640,3.925807488,4.130093987,4.156035765
1865,18650,3.925807488,4.130093987,4.156035765
1866,18660,3.925807488,4.130093987,4.156035765
1867,18670,3.925807488,4.130093987,4.156035765
1868,18680,3.925807488,4.130093987,4.156035765
1869,18690,3.925807488,4.130093987,4.156035765
1870,18700,3.925807488,4.130093987,4.156035765
1871,18710,3.925807488,4.130093987,4.156035765
1872,18720,3.925807488,4.130093987,4.156035765
1873,18730,3.925807488,4.130093987,4.156035765
1874,18740,3.925807488,4.130093987,4.156035765
1875,18750,3.925807488,4.130093987,4.156035765
1876,18760,3.925807488,4.130093987,4.156035765
1877,18770,3.925807488,4.130093987,4.156035765
1878,18780,3.925807488,4.130093987,4.156035765
1879,18790,3.925807488,4.130093987,4.156035765
1880,18800,3.925807488,4.130093987,4.156035765
1881,18810,3.925807488,4.130093987,4.156035765
1882,18820,3.925807488,4.130093987,4.156035765
1883,18830,3.925807488,4.130093987,4.156035765
1884,18840,3.925807488,4.130093987,4.156035765
1885,18850,3.925807488,4.130093987,4.156035765
1886,18860,3.925807488,4.130093987,4.156035765
1887,18870,3.925807488,4.130093987,4.156035765
1888,18880,3.925807488,4.130093987,4.156035765
1889,18890,3.925807488,4.130093987,4.156035765
1890,18900,3.925808377,4.130094968,4.156158152
1891,18910,3.925808377,4.130094968,4.156158152
1892,18920,3.925808377,4.130094968,4.156158152
1893,18930,3.925808377,4.130094968,4.156158152
1894,18940,3.925808377,4.130094968,4.156158152
1895,18950,3.925808377,4.130094968,4.156158152
1896,18960,3.925808377,4.130094968,4.156158152
1897,18970,3.925808377,4.130094968,4.156158152
1898,18980,3.925808377,4.130094968,4.156158152
