"time","electrolyser_simple.electrochemical_simple.efficiency2","electrolyser_detailed1.electrochemical.efficiency2"
637200,0.704641,0.706985
637200,0.704641,0.706985
638100,0.704609,0.706891
639000,0.704576,0.706819
639900,0.704542,0.706766
640800,0.704508,0.706726
640800,0.704508,0.706726
640800,0.704508,0.706726
641700,0.704541,0.706752
642600,0.704575,0.706774
643500,0.704609,0.706792
644400,0.704642,0.706806
644400,0.704642,0.706806
644400,0.704642,0.706806
645300,0.704676,0.706818
646200,0.704709,0.706828
647100,0.704743,0.706837
648000,0.704776,0.706846
648000,0.704776,0.706846
648000,0.704776,0.706846
648900,0.704827,0.706868
649800,0.704877,0.706887
650700,0.704928,0.706903
651600,0.704978,0.706917
651600,0.704978,0.706917
651600,0.704978,0.706917
652500,0.704979,0.706887
653400,0.704979,0.706865
654300,0.704979,0.706848
655200,0.704979,0.706837
655200,0.704979,0.706837
655200,0.704979,0.706837
656100,0.704996,0.706843
657000,0.705012,0.706848
657900,0.705029,0.706853
658800,0.705046,0.706858
658800,0.705046,0.706858
658800,0.705046,0.706858
659700,0.704963,0.706775
660600,0.704879,0.706711
661500,0.704795,0.70666
662400,0.70471,0.706619
662400,0.70471,0.706619
662400,0.70471,0.706619
663300,0.70471,0.706657
664200,0.70471,0.706685
665100,0.70471,0.706706
666000,0.70471,0.706721
666000,0.70471,0.706721
666000,0.70471,0.706721
666900,0.704676,0.706703
667800,0.704643,0.706687
668700,0.704609,0.706675
669600,0.704576,0.706664
669600,0.704576,0.706664
669600,0.704576,0.706664
670500,0.704559,0.706668
671400,0.704542,0.706671
672300,0.704525,0.706673
673200,0.704508,0.706673
673200,0.704508,0.706673
673200,0.704508,0.706673
674100,0.704575,0.706743
675000,0.704642,0.706799
675900,0.704709,0.706842
676800,0.704776,0.706876
676800,0.704776,0.706876
676800,0.704776,0.706876
677700,0.70486,0.706919
678600,0.704944,0.706954
679500,0.705029,0.706984
680400,0.705113,0.70701
680400,0.705113,0.70701
680400,0.705113,0.70701
681300,0.705047,0.706904
682200,0.704979,0.706822
683100,0.704912,0.706759
684000,0.704845,0.706711
684000,0.704845,0.706711
684000,0.704845,0.706711
684900,0.704744,0.706645
685800,0.704643,0.706591
686700,0.704542,0.706547
687600,0.704442,0.706511
687600,0.704442,0.706511
