"time","electrolyser_simple.electrochemical_simple.efficiency2","electrolyser_detailed1.electrochemical.efficiency2"
175.75,0.704055,0.706518
176,0.704038,0.706538
176,0.704038,0.706538
176,0.704038,0.706538
176.25,0.704188,0.706694
176.5,0.704339,0.706815
176.75,0.70449,0.70691
177,0.704641,0.706985
177,0.704641,0.706985
177,0.704641,0.706985
177.25,0.704609,0.706891
177.5,0.704576,0.706819
177.75,0.704542,0.706766
178,0.704508,0.706726
178,0.704508,0.706726
178,0.704508,0.706726
178.25,0.704541,0.706752
178.5,0.704575,0.706774
178.75,0.704609,0.706792
179,0.704642,0.706806
179,0.704642,0.706806
179,0.704642,0.706806
179.25,0.704676,0.706818
179.5,0.704709,0.706828
179.75,0.704743,0.706837
180,0.704776,0.706846
180,0.704776,0.706846
180,0.704776,0.706846
180.25,0.704827,0.706868
180.5,0.704877,0.706887
180.75,0.704928,0.706903
181,0.704978,0.706917
181,0.704978,0.706917
181,0.704978,0.706917
181.25,0.704979,0.706887
181.5,0.704979,0.706865
181.75,0.704979,0.706848
182,0.704979,0.706837
182,0.704979,0.706837
182,0.704979,0.706837
182.25,0.704996,0.706843
182.5,0.705012,0.706848
182.75,0.705029,0.706853
183,0.705046,0.706858
183,0.705046,0.706858
183,0.705046,0.706858
183.25,0.704963,0.706775
183.5,0.704879,0.706711
183.75,0.704795,0.70666
184,0.70471,0.706619
184,0.70471,0.706619
184,0.70471,0.706619
184.25,0.70471,0.706657
184.5,0.70471,0.706685
184.75,0.70471,0.706706
185,0.70471,0.706721
185,0.70471,0.706721
185,0.70471,0.706721
185.25,0.704676,0.706703
185.5,0.704643,0.706687
185.75,0.704609,0.706675
186,0.704576,0.706664
186,0.704576,0.706664
186,0.704576,0.706664
186.25,0.704559,0.706668
186.5,0.704542,0.706671
186.75,0.704525,0.706673
187,0.704508,0.706673
187,0.704508,0.706673
187,0.704508,0.706673
187.25,0.704575,0.706743
187.5,0.704642,0.706799
187.75,0.704709,0.706842
188,0.704776,0.706876
188,0.704776,0.706876
188,0.704776,0.706876
188.25,0.70486,0.706919
188.5,0.704944,0.706954
188.75,0.705029,0.706984
189,0.705113,0.70701
189,0.705113,0.70701
189,0.705113,0.70701
189.25,0.705047,0.706904
189.5,0.704979,0.706822
189.75,0.704912,0.706759
190,0.704845,0.706711
190,0.704845,0.706711
190,0.704845,0.706711
190.25,0.704744,0.706645
190.5,0.704643,0.706591
190.75,0.704542,0.706547
191,0.704442,0.706511
191,0.704442,0.706511
