,time,hydrogen_prod
0,0.0,0.0037396920173222866
1,10.0,0.0037396920173222866
2,20.0,0.0037396920173222866
3,30.0,0.0037396920173222866
4,40.0,0.0037396920173222866
5,50.0,0.0037396920173222866
6,60.0,0.0037396920173222866
7,70.0,0.0037396920173222866
8,80.0,0.0037396920173222866
9,90.0,0.0037396920173222866
10,100.0,0.0037396920173222866
11,110.0,0.0037396920173222866
12,120.0,0.0037396920173222866
13,130.0,0.0037396920173222866
14,140.0,0.0037396920173222866
15,150.0,0.0037396920173222866
16,160.0,0.0037396920173222866
17,170.0,0.0037396920173222866
18,180.0,0.0037396920173222866
19,190.0,0.0037396920173222866
20,200.0,0.0037396920173222866
21,210.0,0.0037396920173222866
22,220.0,0.0037396920173222866
23,230.0,0.0037396920173222866
24,240.0,0.0037396920173222866
25,250.0,0.0037396920173222866
26,260.0,0.0037396920173222866
27,270.0,0.0037396920173222866
28,280.0,0.0037396920173222866
29,290.0,0.0037396920173222866
30,300.0,0.0037396920173222866
31,310.0,0.0037396920173222866
32,320.0,0.0037396920173222866
33,330.0,0.0037396920173222866
34,340.0,0.0037396920173222866
35,350.0,0.0037396920173222866
36,360.0,0.0037396920173222866
37,370.0,0.0037396920173222866
38,380.0,0.0037396920173222866
39,390.0,0.0037396920173222866
40,400.0,0.0037396920173222866
41,410.0,0.0037396920173222866
42,420.0,0.0037396920173222866
43,430.0,0.0037396920173222866
44,440.0,0.0037396920173222866
45,450.0,0.0037396920173222866
46,460.0,0.0037396920173222866
47,470.0,0.0037396920173222866
48,480.0,0.0037396920173222866
49,490.0,0.0037396920173222866
50,500.0,0.0037396920173222866
51,510.0,0.0037396920173222866
52,520.0,0.0037396920173222866
53,530.0,0.0037396920173222866
54,540.0,0.0037396920173222866
55,550.0,0.0037396920173222866
56,560.0,0.0037396920173222866
57,570.0,0.0037396920173222866
58,580.0,0.0037396920173222866
59,590.0,0.0037396920173222866
60,600.0,0.0037396920173222866
61,610.0,0.0037396920173222866
62,620.0,0.0037396920173222866
63,630.0,0.0037396920173222866
64,640.0,0.0037396920173222866
65,650.0,0.0037396920173222866
66,660.0,0.0037396920173222866
67,670.0,0.0037396920173222866
68,680.0,0.0037396920173222866
69,690.0,0.0037396920173222866
70,700.0,0.0037396920173222866
71,710.0,0.0037396920173222866
72,720.0,0.0037396920173222866
73,730.0,0.0037396920173222866
74,740.0,0.0037396920173222866
75,750.0,0.0037396920173222866
76,760.0,0.0037396920173222866
77,770.0,0.0037396920173222866
78,780.0,0.0037396920173222866
79,790.0,0.0037396920173222866
80,800.0,0.0037396920173222866
81,810.0,0.0037396920173222866
82,820.0,0.0037396920173222866
83,830.0,0.0037396920173222866
84,840.0,0.0037396920173222866
85,850.0,0.0037396920173222866
86,860.0,0.0037396920173222866
87,870.0,0.0037396920173222866
88,880.0,0.0037396920173222866
89,890.0,0.0037396920173222866
90,900.0,0.003775072297159836
91,910.0,0.003775072297159836
92,920.0,0.003775072297159836
93,930.0,0.003775072297159836
94,940.0,0.003775072297159836
95,950.0,0.003775072297159836
96,960.0,0.003775072297159836
97,970.0,0.003775072297159836
98,980.0,0.003775072297159836
99,990.0,0.003775072297159836
100,1000.0,0.003775072297159836
101,1010.0,0.003775072297159836
102,1020.0,0.003775072297159836
103,1030.0,0.003775072297159836
104,1040.0,0.003775072297159836
105,1050.0,0.003775072297159836
106,1060.0,0.003775072297159836
107,1070.0,0.003775072297159836
108,1080.0,0.003775072297159836
109,1090.0,0.003775072297159836
110,1100.0,0.003775072297159836
111,1110.0,0.003775072297159836
112,1120.0,0.003775072297159836
113,1130.0,0.003775072297159836
114,1140.0,0.003775072297159836
115,1150.0,0.003775072297159836
116,1160.0,0.003775072297159836
117,1170.0,0.003775072297159836
118,1180.0,0.003775072297159836
119,1190.0,0.003775072297159836
120,1200.0,0.003775072297159836
121,1210.0,0.003775072297159836
122,1220.0,0.003775072297159836
123,1230.0,0.003775072297159836
124,1240.0,0.003775072297159836
125,1250.0,0.003775072297159836
126,1260.0,0.003775072297159836
127,1270.0,0.003775072297159836
128,1280.0,0.003775072297159836
129,1290.0,0.003775072297159836
130,1300.0,0.003775072297159836
131,1310.0,0.003775072297159836
132,1320.0,0.003775072297159836
133,1330.0,0.003775072297159836
134,1340.0,0.003775072297159836
135,1350.0,0.003775072297159836
136,1360.0,0.003775072297159836
137,1370.0,0.003775072297159836
138,1380.0,0.003775072297159836
139,1390.0,0.003775072297159836
140,1400.0,0.003775072297159836
141,1410.0,0.003775072297159836
142,1420.0,0.003775072297159836
143,1430.0,0.003775072297159836
144,1440.0,0.003775072297159836
145,1450.0,0.003775072297159836
146,1460.0,0.003775072297159836
147,1470.0,0.003775072297159836
148,1480.0,0.003775072297159836
149,1490.0,0.003775072297159836
150,1500.0,0.003775072297159836
151,1510.0,0.003775072297159836
152,1520.0,0.003775072297159836
153,1530.0,0.003775072297159836
154,1540.0,0.003775072297159836
155,1550.0,0.003775072297159836
156,1560.0,0.003775072297159836
157,1570.0,0.003775072297159836
158,1580.0,0.003775072297159836
159,1590.0,0.003775072297159836
160,1600.0,0.003775072297159836
161,1610.0,0.003775072297159836
162,1620.0,0.003775072297159836
163,1630.0,0.003775072297159836
164,1640.0,0.003775072297159836
165,1650.0,0.003775072297159836
166,1660.0,0.003775072297159836
167,1670.0,0.003775072297159836
168,1680.0,0.003775072297159836
169,1690.0,0.003775072297159836
170,1700.0,0.003775072297159836
171,1710.0,0.003775072297159836
172,1720.0,0.003775072297159836
173,1730.0,0.003775072297159836
