#1	
double tab1(25,2)	
0	0.00
3600	0.00
7200	0.00
10800	0.00
14400	0.00
18000	0.00
21600	21.56
25200	103.49
28800	236.39
32400	311.10
36000	287.57
39600	290.94
43200	316.98
46800	306.73
50400	201.32
54000	157.18
57600	74.78
61200	5.62
64800	0.00
68400	0.00
72000	0.00
75600	0.00
79200	0.00
82800	0.00
86400	0.00
